tweet_id,created_at,text,user_screen_name,label,english_translation
guj072,2023-05-26 08:52:15+00:00,"@username @username Gujarat નું અપમાન તો કોંગ્રેસીઓ રોજ કરે છે
ક્યારેક બધા ગુજરાતીઓને ચોર લહે છે
અંબાણી અદાની અમૂલ નો વિરોધ કરે છે કારણ
લે એ ગુજરાતી છે",raj869180,NOT,@username @username Gujarat is insulted by congressmen everyday sometimes calling all Gujaratis thieves Ambani opposes Adani Amul because he is a Gujarati
guj073,2023-05-26 09:45:01+00:00,"@username @username @username 9 વર્ષ મા ઉદ્યોગપતિઓ માલામાલ 
પ્રજા કંગાળ।",AshokBabariya8,NOT,"@username @username @username In 9 years, businessmen are rich, people are poor."
guj074,2023-05-26 14:17:11+00:00,"@username આ ચૂતિયા ને ખબર પડતી નથી ને જ્ઞાન આપવા હેડ્યો આવે છે પાકિસ્તાની પ્રેમી,,ભ્રષ્ટ પરિવારનો ગુલામ.....",ppatel5005,HOF,"@username This bitch doesn't know and comes here to enlighten Pakistani lover, slave of corrupt family....."
guj075,2023-05-23 13:44:20+00:00,"@username હે પ્રભુ આવા દલાલ મીડિયા વારા કિયાથી આવે છે કાય ખબર નથી પડતી
આવા દલાલ મીડિયા વારા પેપરકાંડ,દમીકાંડ, બોગસડિગ્રી કાંડ જેવા મોટા મોટા કાંડ બહાર આવીયા તિયાંરે આ દલાલ મીડિયા વારા સરકારને સવાલ કરવાને બદલે ચૂપ રહીને દલાલી કરતા હતા
બાકી એક સમય હતોકે આખો દિવસ માઈક હાથમા લયને ફરતા",sureshn25559831,NOT,@username Hey Lord does not know where such brokers come from the media.Rotating
guj076,2023-05-25 17:30:00+00:00,"પારકી પંચાત : જાણો, ક્યાં શું રંધાઈ રહ્યું છે - જયેશ રાદડિયા સ્ટિયરિંગ સંભાળી શું સંકેત આપી રહ્યા છે?; AMCના પદાધિકારીઓ નિર્ણય લેતાં ડરે છે!; ગુલાબી નોટની ગરમીએ બેંકવાળાને પરસેવો વાળી દીધો! @url 
#Gujarat | #ParkiPanchat | #2000Note @url",Divya_Bhaskar,NOT,"Parki Panchayat: Learn where, what is going on - what are Jayesh Radadia signing steering?;AMC office bearers are afraid to decide!;The heat of the pink note sweats the bank!@url #gujarat |#Parkipanchat |#2000note @url"
guj077,2023-05-25 18:07:15+00:00,@username તુ મહા ઢોંગી છે ચોર,imaandaar94,HOF,@username you are very hypocritical thief
guj078,2023-05-21 17:04:51+00:00,@username ગમે તે દેશ અને ભાષા હોય પરંતુ બાયડી તો બધે સ્વભાવ થી સરખી જ હોય... જુઓ સમજ્યા વગર ના કકળાટ નો બેસ્ટ નમુનો.... 🤣🤪😄😄😄 @url,anil_shah999,NOT,@username is whatever country and language but the bidy is the same everywhere in nature ... see the best sample of the crust without understanding .... @url
guj079,2023-05-27 00:47:19+00:00,"@username @username વિચારો પોલીસ પાસે કેટ કેટલા કામ પેન્ડિગ હશે,કેટલા ગુનાઓ શોધવાના બાકી હશે. આવા જરૂરી કામ છોડી ને એ બાબા ના બંદોબસ્ત માં પોલીસ ને વ્યસ્ત રાખવી કેટલી યોગ્ય?
પોલીસ કામ નથી કરતી કહેનાર લોકો આંખો ફાળો અને જુઓ પોલીસને નકામા કામો માંથી નવરી રહેવા દેય તો જરૂરી કામો કરે ને.🤔",shital_3029,NOT,"@username @username ideas police will have Cat pending, how many crimes would be to be discovered.How appropriate to keep the police busy in this Baba's settlement and keep the police busy?"
guj080,2023-05-24 12:37:07+00:00,"🙏
જો માળા સોનાની હોય તો ચોર આવશે, પણ જો તુલસીની બનેલી હોય તો માખણ ચોર આવશે.",prataprathva31,NOT,"If the garland is made of gold, thieves will come, but if it is made of basil, butter will be stolen."
guj081,2023-03-26 09:29:46+00:00,"રાહુલ ગાંધીનો અહંકાર મોટો અને સમજ નાની છે. પોતાના રાજનીતિક લાભ માટે તેમણે સમગ્ર OBC સમાજનું અપમાન કર્યું, તેઓને ચોર કહ્યાં. 
 
- રાષ્ટ્રીય અધ્યક્ષ શ્રી @username  જી @url",bharatsinhjibjp,HOF,"Rahul Gandhi's ego is big and understanding is small.For his own political gain he insulted the entire OBC community, calling them thieves.- National President Shri @username Ji @url"
guj082,2023-05-27 06:17:45+00:00,@username નવરી બજાર હોય એ જાય,pintoo9700,HOF,@username Navri Bazar is going
guj083,2023-05-22 08:05:51+00:00,@username તુ તારી વાત કર પારકી પંચાત રેવાદે,kiritsinh_17,HOF,@username Tu talk to you Parki Panchat Revade
guj084,2023-05-28 06:30:00+00:00,"પારકી પંચાત' - જુઓ સોમ થી શનિ બપોરે 3 વાગ્યે. દિવ્ય ભાસ્કર એપ પર.
#ParkiPanchat | #DivyaBhaskarApp
Download DivyaBhaskar App : @url @url",Divya_Bhaskar,NOT,Parki Panchayat ' - See Mon to Saturday at 3pm.On Divya Bhaskar App.#Parkipanchat |#Divyabhaskarappdownload divyabhaskar app: @url @url
guj085,2023-05-25 05:00:11+00:00,@username વાંદરો પણ સારો લાગે,TysonAurJibran,NOT,@username monkeys look good too
guj086,2023-05-28 09:24:02+00:00,"પોતાને વાહિયાત જાઓ, પુતિન!
(Gujarati)

#UkraineRussiaWar #UkraineUnderAttack #RussiaWarCrimes #PutinsWar",FuckPutinBot,HOF,"Go to fuck yourself, Putin! (Gujarati) #ukrainerussiawar #ukrainunderattack #russiawarcrime #putinswar"
guj087,2023-03-25 12:16:46+00:00,@username @username @username @username @username રિંગ રોડ પુષ્પ હાઈટ ફ્લેટ ની બાજુ  વિઝીટ કરો લોકો કેવો કચરો નાખે છે બાજુ ની ખાલી જાગીયા પર રામોલ અને તળાવ પણ કેટલું ગંદું પાણી ના લીધે મચ્છર કેટલા છે આ નિરાકાર કોણ કરશે? @username @username @username,sid_zala,NOT,@username @username @username @username @username Ring Road Floral Hight Visit the side of Flat Flat.@username @username @username
guj088,2023-03-25 14:08:01+00:00,"@username OBC સમાજ ચોર નથી, પણ PM મોદીજી ચોક્કસ ફેકું અને ચોર છે. જે હાલમાં આધારકાર્ડ અને પાનકાર્ડ લિંક કરાવવાના બહાને જનતા પાસેથી અદાણીનું દેવું ભરપાઈ કરવા માટે Rs. 1000 લૂંટી રહ્યા છે. જે જનતાને લૂંટે તે ચોર જ કહેવાય.",DasManan1,HOF,"@username OBC society is not a thief, but PM Modiji is definitely a thug and a thief.Currently, on the pretext of linking Aadhar Card and PAN Card, to recover Adani's debt from the public, Rs.1000 are being looted.He who robs the public is called a thief."
guj089,2023-05-19 10:41:38+00:00,"@username @username .... હા અમારી પાસે છે.. પણ બળદ ગાડી
તો એના માટે તમારી શુ.. મંતવ્ય....",dharaviya_77135,NOT,@username @username .... Yes we have .. But what is your opinion for it ...
guj090,2023-03-25 14:04:48+00:00,PM મોદીજી અંબાણી અને અદાણીના ગુલામ છે. આ PM મોદીજી અને BJP દેશના વફાદાર નહી  પણ આ બંનેના વફાદાર છે. માટે જ PM મોદીજી અને BJP ની 2024 માં હકાલપટ્ટી જરૂરી છે. PM મોદીજી મોટી મોટી ફેંકીને જનતાને મૂર્ખ બનાવે છે. જાગો જનતા જાગો PM મોદીજી હટાઓ દેશ બચાઓ. BJP હટાઓ દેશ બચાઓ.,DasManan1,HOF,PM Modi is the slave of Ambani and Adani.This PM Modi and BJP are not loyal to the country but are loyal to both of them.This is why PM Modi and BJP need expulsion in 2024.PM Modiji fools the public by throwing big.Wake up public wake up PM Modiji Hathao Save Country.BJP survivors save the country.
guj091,2023-05-19 10:22:54+00:00,@username જો હું ચીફ મિનિસ્ટર બનું તો સૌથી પહેલા ગુજરાત ની તમામ ગોડી અને દલાલ મીડિયા ની તમામ જાતની ચેનલ બંધ કરાવું આમા તમારી ચેનલ પણ આવી જાય,sureshn25559831,HOF,"@username If I become the Chief Minister, first of all I will shut down all the channels of Godi and Dalal media in Gujarat and your channel will also come."
guj092,2023-05-27 17:47:07+00:00,@username @username @username @username @username @username @username @username બાર આવ્યો કે નહિ આ ચોર,imaandaar94,NOT,@username @username @username @username @username @username @username @username This thief came to the bar or not
guj093,2023-05-24 11:51:07+00:00,"😂 બે ચોર એક દુકાન માં ચોરી
કરવા ગયાં 

શર્ટ ઉપર ભાવનું સ્ટીકર જોય ને 
એક ચોર બોલ્યો 

જોતો ખરા હાવ લુંટવાજ બેઠા છે ને 

😂😂😂😂😂😂",ChakaliChoro,NOT,ર્ય Two thieves were stolen in a shop and spoke a sticker on a shirt and spoke a thief.
guj094,2023-05-19 18:22:38+00:00,ઈલેન્યા ટોપા એપ સરખી કર 😡😡 @username,pkrunal1994,HOF,Compare Illenya Topa app 😡😡 @username
guj095,2023-03-26 04:05:45+00:00,@username @username @username @username સબ સાલે ચોર હૈ ભાઈ સાહબ 🙏,ArajunSodha,HOF,@username @username @username @username sub salle chor hai bhai sahab 🙏
guj096,2023-05-19 17:25:09+00:00,"પપ્પુ ફરી સાચો સાબિત થયો
 નોટબંધી દરમિયાન તેમણે 2000ની નોટો જારી કરવાનો વિરોધ કર્યો હતો અને તેમના મૂલ્યાંકનમાં તે યોગ્ય હતું કે તે એક મૂર્ખ ચાલ છે અને ભ્રષ્ટાચારને સરળ બનાવશે

 aakhir ઉપાડી લવીપડી 😎",makbulsarmali,NOT,Pappu proved to be true again during the blockade he opposed issuing 2000 notes and in his evaluation it was appropriate that he was a stupid move and will ease corruption.
guj097,2023-03-25 08:44:02+00:00,@username @username @username @username @username @username લોકો  કચરો ફેંકે તેની પેનલ્ટી માટે શું કાળજી રાખવામાં આવેલ છે... સોસાયટીના નાકે લોકો ઘણો કચરો નાખી જાય છે,Mulik52779427,NOT,@username @username @username @username @username @username What care is taken for the penalty for people throwing garbage... People throw a lot of garbage under the nose of the society.
guj098,2023-05-27 09:52:03+00:00,"@username ફોટા મુકીને એને સમજાવો મયુરભાઈ 
કારણકે એ બળદ છે",mehul663,HOF,@username Explain it Mayurbhai with photos because it is bull
guj099,2023-05-27 15:31:04+00:00,@username તમારા દ્રારા ડાયલ કરવામા આવેલ નંબરને તમારી જોડે પંચાત કરવામાં કંઈ જ રસ નથી,ngnear_,HOF,@username has no interest in sharing the number dialed by you with you
guj100,2023-03-25 09:00:01+00:00,"GSTV SHORTS : ઝેબ્રાએ તો ગામ ગાંડુ કર્યું
#Gstvshorts #zebra #southkorea #gstvnews #Gstv #GujaratiNews @url",GSTV_NEWS,NOT,GSTV SHORTS : Zebra made the village crazy #Gstvshorts #zebra #southkorea #gstvnews #Gstv #GujaratiNews @url
guj101,2023-05-19 09:06:39+00:00,@username @username ગુજરાત સરકાર ની વાક નથી વાક તમારો છે તમારેજ ફેરફાર જોવતો હતો ને લો હવે મઝા પેલો લુખ્ખો યુવરાજ પૈસા બનાવીને બેસી ગયો છે અને થોડાક સમય માં BJP મા પણ આવી જસે,imaandaar94,HOF,@username @username is not the word of the Government of Gujarat. You were watching your change and now the fun of the lukewarm Yuvraj has made money and will come to the BJP in a while.
guj102,2023-05-20 14:46:35+00:00,"@username ચોર ના ભાઇ ઘંટી ચોર ,કાળુંધન બધું સોનામાં છે.",mineshp26682481,HOF,"@username Thief's brother bell thief, Kalundhan is all in gold."
guj103,2023-05-25 08:53:43+00:00,@username અરે ભાઈ જબ રાષ્ટ્પતિ કો bjp ને ઘોષિત કિયા તબ તુમ લોગો ને વિરોધ કિયા થા ઔર આજ તુમ એક દમ સે બોલી કહા સે બદલી ગઈ ઓર પહેલે કો જો ઇતિહાસ દેખો બાદ મે બકવાસ કરિયો ભાઈ,PatelRameshbha8,NOT,@username Hey Bhai Jab President Ko BJP announced Kia Tum Logo Kia Tha Aur Aaj Tum Ek Dum Se Boli Kaha Se Kaha Sei
guj104,2023-05-20 10:00:01+00:00,"કારમાંથી મ્યુઝિક સિસ્ટમ તફડાવતો ચોર પકડાયો

#gujaratimidday #mumbai #mumbainews #navimumbai #thief #stole #musicsystem #car #caught #newsupdate #latestnews #robbery #theft #music #system #middaynews 

@url",middaygujarati,NOT,The music system from the car caught the thief #gujaratimidday #mumbai #mumbainews #navimbai #thief #stole #musicssystem #car #cAght #newsupdate #latestnews #robbery #theft #music #ssystem #middaynews @Nl
guj105,2023-05-19 06:16:15+00:00,@username આ પરિસ્થિતિ ની મજા ત્યારે જ આવે કે બેવકૂફ બનાવવા વાળા એવું સમજે કે બનવા વાળા ને કઈ ખબર નથી પડતી,ssuunn1974,NOT,@username The only fun in this situation is when the fool realizes that the fool knows nothing.
guj106,2023-05-27 16:07:41+00:00,બાગાભાઈ તું ગુજરાતના દરેક લોકો ને પાગલ મૂર્ખ નહીં સમજતો.. હો ભાઈ @url,md_bauddh,NOT,Bagabhai you will not understand all the people of Gujarat crazy .. Ho brother @url
guj107,2023-05-22 20:10:02+00:00,@username @username મસ્જિદો માં મહિલા પ્રવેશ પર પ્રતિબંધ વિશે શું કેહવુ છે તારું લખોટા??,Black_Jack_RP,HOF,@username @username What do you think about banning women from entering mosques??
guj108,2023-05-21 11:53:46+00:00,"@username બંને ઉન્માર્ગી છે.. એક ચોર, તો બીજો ધંટીચોર છે..",kalptaru192653,HOF,"@username Both are insane.. one is a thief, the other is a thief.."
guj109,2023-05-19 11:40:58+00:00,@username @username સાચું પ્રજા મૂર્ખ જ છે....,Digvijayjadav,NOT,@username @username real people are idiots….
guj110,2023-03-25 20:06:46+00:00,@username પણ એ ચોર ને ચોર કહેનાર પોતેજ ઠગ હોય તો....  ઠગ ના ચેલા ઓ  ટ્વીટર પર આયી ને વ્યંગ કરવા નો નાકામ પ્રયાસ કરતા હોય છે.... બાળકો.... આવા લોકો ની વાત નજઅંદાજ કરવી...,Akashpa09900811,NOT,@username But if the one who called the thief a thief is a thug himself....thug followers are trying in vain to satirize Ai on Twitter....kids....don't underestimate such people...
guj111,2023-05-20 12:20:44+00:00,"અર્થ: - (મનુષ્ય ધારે તો) મગરના મુખની દાઢોમાંથી મનિ બળપૂર્વક ખેંચી કાઢી શકે, ઊછળતાં મોજાની હારોથી ભરપૂર દરિયાને તરી શકે, ફુંફાડા મારતા (ગુસ્સે થયેલા) સાપને પણ ફૂલની (માળાની)‌ માફક મસ્તક પર ધારણ કરી શકે, પરંતુ હઠે ચઢેલા મૂર્ખ માણસના મનને પ્રસન્ન કરી શકે નહિ. (૪)",nirmalpathak,NOT,"Meaning: - (If a man supposes) he can forcefully pull money from the molars of a crocodile's mouth, swim the sea full of necklaces of surging waves, carry even hissing (angry) snakes on his head like a (garland) of flowers, but of a foolish man with arms raised.Cannot please the mind.(4)"
guj112,2023-05-27 15:22:09+00:00,"ધીરેન્દ્ર એ ગુજરાતની પ્રજાને પાગલ કીધી તોય એમને તાળીઓ પાડી આ મૂર્ખ પ્રજા એ. તો મેં અખંડ નંગ કીધું. એમાં હવે સામેથી હાજરી પુરાવવા આવે છે કે હા, તમે જે અખંડ નંગ કીધું એ અમે જ.  1 @url",Bharatiya_1516,HOF,"When Dhirendra called the people of Gujarat mad, he applauded them, these stupid people.So I said the whole number.It now comes to prove the presence from the front that yes, we are the integral number you said.1 @url"
guj113,2023-05-26 17:30:00+00:00,"પારકી પંચાત : જાણો ક્યાં શું રંધાઈ રહ્યું છે, પાટીલે કેટલાયના ધબકારા વધાર્યા!; ચિંતન શિબિરમાં રાઘવજી બગડ્યા!; નવા નિશાળિયા અધિકારીઓના કારણે ધારાસભ્યોને કનડગત!  
@url
Download DivyaBhaskar App : @url   
#Gujarat | #ParkiPanchat  | #CRPatil @url",Divya_Bhaskar,NOT,"Parki Panchayat: Learn what is going on, Patil raised some beats!Raghavji deteriorated in the contemplation camp!;Legislators harassment due to new nuclear officers!@urldownload Divyabhaskar App: @url #gujarat |#Parkipanchat |#Crpatil @url"
guj114,2023-05-27 14:45:02+00:00,"આ માણસ પ્રગટે છે અમને તેના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat",Lv639154Verma,NOT,"This man shines. We need more leaders like him.Straight talk, no bullshit!More power to you sir!#HimantaInAapKiAdalat"
guj115,2023-05-28 03:25:48+00:00,"@username @username ઘનચક્કર કે મન કી બકવાસ. 
દિમાગ ઉપર અઠોડા.",CareMyIndia,HOF,@username @username Ghanchakkar ke mind ki bakwas.Rise above the mind.
guj116,2023-05-19 07:25:44+00:00,@username @username @username @username @username મૂર્ખ ને કે બિલ્કિસના રેપિસ્ટ ને છોડી દેવાશે તો ચાલશે ????,Bharatiya_1516,NOT,@username @username @username @username @username fools or bilkis reps will be left ????
guj117,2023-05-27 04:07:05+00:00,"@username તમારે શંકરાચાર્ય વિશે પણ કંઈક બોલવું જોઈએ એમણે પણ ધિરેન્દર પર સવાલો કર્યા છે.
દેશમાં લાખો કથાકારો છે.
આ લુખ્ખો જે મંચ પરથી મનફાવે એમ બોલે છે એના વિરોધથી કોઈ હિન્દુ વિરોધી કઈ રીતે થઈ જાય છે???
જો છોકરાં બગડે તો માં બાપ પાડોશી ને એમ ના કહે કે એને કંઈ ના કેજો.
પેલા ઘરનાને ઠપકો આપે.",AK_Ahir123,HOF,@username You should also say something about Shankaracharya. He also asked questions about Dhirender. There are lakhs of narrators in the country. How can a person become an anti-Hindu by protesting against this guy who speaks from the platform as Manfave?Don't tell the neighbor not to do anything to him. Reprimand that house.
guj118,2023-05-19 09:47:06+00:00,"આ હજું કોના બાપ નાં ટ્રક પકડાય છે.
ને નવરી બજારુ ને દિલ્હી નો વહિવટ કરવો છે. @url",Veena_Rajput_,HOF,Whose father's truck is still caught. He has to manage Navri Bazaar and Delhi.@url
guj119,2023-05-27 06:29:21+00:00,"સ્માર્ટ સિટી વડોદરાનું પાલિકાની ઓનલાઇન વ્યવસ્થાનો હાસ્યાસ્પદ નમુનો, ફરિયાદ ગમે તેટલી વખત કરો જવાબ એક જ મળશે (VIDEO)

પાલિકાની ઓનલાઇન કાર્યરત ટીમને ગ્રીવન્સ મેનેજમેન્ટના વધુ અભ્યાસની જરૂર છે, અથવા તો પાલિકાને અનુભવી ટીમની જરૂર છે

કોમેન્ટમાં જણાવો તમારો અનુભવ કેવો રહ્યો છે… @url @url",iamVadodara,NOT,"Ridiculous example of Smart City Vadodara's Palika online system, No matter how many times you complain, you will get the same response (VIDEO) Palika's online working team needs more training in Grievance Management, Or Palika needs an experienced team Comment what your experience has been… @url @url"
guj120,2023-03-25 18:49:43+00:00,"@username @username @username ગુજ્જુ લોકોમાં અક્કલ હોત તો આજે વાહિયાત PM ના હોત દેશ માં.

હું અલગ ગુજ્જુ છું, ખુમારી વાળો, ગર્વ છે મોદી ને ધિક્કારુ છું.",SatyaSodh,HOF,"@username @username @username if there was a wisdom among the people of Gujju, today there would be absurd PM in the country."
guj121,2023-05-28 02:53:57+00:00,ટોટી ચોર હરામખોર @url,DhairyaMakwana7,HOF,Cock Thief Haramkhor @url
guj122,2023-05-23 13:03:44+00:00,"મકરપુરા GIDCમાં ભર બપોરે ત્રાટક્યા ચોર, કંપનીમાંથી થઇ લોખંડના પાઈપની ચોરી

#Gujarat #News18GujaratiNo1 #Vadodara @url",News18Guj,NOT,"Thieves struck Makarpura GIDC in the afternoon, stole iron pipes from the company #Gujarat #News18GujaratiNo1 #Vadodara @url"
guj123,2023-05-20 03:00:50+00:00,"@username @username @username યહ હબી ક્યા હોતા હૈ?
હની  એટલે મધ
બી એટલે મધમાખી 
અને 
હબી એટલે ભમરો????
🤣🤣🤣🙏🤣🤣🤣",ahpjpatel,NOT,@username @username @username yah hubby kya hota hai? Honey means honey means bee and hubby means bumblebee?????🤣🤣🤣🙏🤣🤣🤣
guj124,2023-05-20 05:25:00+00:00,"@username @username હા.... હો.. છોકરા ઓ ને તમે ગધેડા તો
બનાવી દીધા
બિચારી ગાયો તો રોડ રસ્તા ઓ પર એક્સીડેન્ટ નુ કારણ બને એ નુ શું....",dharaviya_77135,NOT,@username @username Yes ...
guj125,2023-05-20 04:43:34+00:00,@username અલા ગોપાલીયા પાછો ઔકાત ની બહાર ભસીઓ... ચડ્ડી માં રે ...પહેલા એકાદ ચૂંટણી તો જીતી બતાવ..ખોટી ડંફાશો મારે છે...ચોર,goldy_shroff,HOF,@username Ala Gopalia wanders back outside of Akat ... Ray in Tshadi ... first won a single election.
guj126,2023-05-27 06:41:59+00:00,"@username @username ભાઈ ગધેડાં ને ગધેડા કીધા એમાં લાગણી નિ વાત ક્યાં આવિ આખી દુનિયા ગુજરાતી ગાંડા હોયે છે એમ જ ઓલખે છે
સલમાન ખાને કીધું કે ગુજરાતી ગાંડો થઈ ગ્યો તો કરોડો નિ ટિકિટ લીધી ને હજુ ગરબા રમે ગધેડાં નાં ગાના ઉપ્પર. પાગલ,ગધેડાં, ગાંડા બધા નો મતલબ એકજ કહેવાય.
આ બાવો તો મોઢા માથે કીધું ને",KajiNarendra,HOF,"@username @username Bhai Gadhedan ne Gadheda said, where is the emotion or talk in it? The whole world is Gujarati crazy. Salman Khan said that if Gujarati has gone crazy, crores have not taken tickets and still Garba Rame Gadhedan na Gana Uppar.Crazy, donkey, crazy all mean the same thing."
guj127,2023-03-25 20:16:27+00:00,@username આ લોકો માટે નવા નવા લોલીપોપ બનતા જ રેતા હોય છે 5 કિલો ફ્રી હરામ નું અનાજ ખાઈ ને અખંડ ભારત બનાવવા નું છે 🤣🙏,n3679988,NOT,"@username For these people, new lollipops are being made. 5 kg of free haram grains are to be made and India is to be made 🤣🙏"
guj128,2023-05-25 04:24:14+00:00,"ખુલ્લું ઘર નિશાન બનાવતો તસ્કર ઝબ્બે !મોરબી ક્રાઇમ બ્રાન્ચે 2 ચોર ઝડપાયા
 @url",MorbiUpdate,NOT,Smuggler Jabbe targeting an open house! Morbi Crime Branch nabs 2 thieves @url
guj129,2023-03-25 19:58:15+00:00,શિન્ઝો આબે મૂર્ખ છે,akaruisekai_100,HOF,Shinzo Abe is an idiot
guj130,2023-05-27 06:33:15+00:00,@username @username આવા ને દલાલ કહેવાય સત્તા નાં ચતુકરો,DhavalP67910501,HOF,@username @username such as a broker
guj131,2023-05-27 15:38:20+00:00,"@username મન કી બાત સંભાળી લેવાય એક વાર, બસ તું નવરી ક્યાં થાસ આવી ચમચા ગિરિ કરવામાંથી તો ખબર હોય ને. ખરેખર મંદબુદ્ધિ તારા જેવા છે દુનિયા માં એટલે આ પપ્પુ નું હાલે છે. @url",ShyamKamdar,NOT,"@username Mana ki baat is taken care of once, but you know where you are by spooning like this.Indeed, the dull mind is like you in the world, so this is Pappu's situation.@url"
guj132,2023-05-26 18:44:22+00:00,@username @username PM મોદીજીએ તો 8 જ વર્ષમાં દેશની હાલત ખરાબ કરી. નવા નવા ટેકસ નાખી જનતાને લૂંટે રાખે છે. જે જનતાને લૂંટે તે ચોર કહેવાય.,DasManan1,HOF,@username @username PM Modi made the condition of the country worse in just 8 years.They are robbing the public by imposing new taxes.One who robs the public is called a thief.
guj133,2023-05-19 15:46:33+00:00,@username @username સરકાર નવરી ધૂપ છે અને લોકોની પત્તર ઠોકે છે,krishsnehal001,HOF,@username @username Govt is navari dup and knocks people's mail
guj134,2023-03-25 16:40:49+00:00,"@username શિક્ષક :- બાળકો 2023 માં નવું શું શીખ્યા?

વિદ્યાર્થીઓ:- એક ચોર ને ચોર કહો તો બીજો ચોર માનહાનિ નો દાવો માંડી શકે ....
🤣🤣💯👆",BharatP39350663,NOT,"@username Teacher :- What new did children learn in 2023? Students :- Call one thief a thief, another thief can sue for defamation....🤣🤣💯👆"
guj135,2023-05-24 04:24:56+00:00,@username મને શું કામ બ્લોક કર્યો આ લખોટા ને તો હું પહેલી વાર જોવ છું 🤔🤔🤔,UPSCKathiyawadi,HOF,@username what worked me work this Lakhota I am watching for the first time.
guj136,2023-03-25 09:26:45+00:00,"@username @username કંઈ ભૂલ? ચોર ને ચોર કીધા એ ભૂલ? વાહહ.
નામ લઇ ને કીધું તું કે લલિત મોદી, નીરવ મોદી, નરેન્દ્ર મોદી.
હવે બધા મોદી જ હતા એમાં કોઈ જ શુ કરે? કદાચ પૂર્ણશ મોદી ને એનું નામ ના લીધું એનું ખોટું લાગ્યું.
બાકી બધા જાણે જ છે કે રાહુલ ગાંધી નો કહેવાનો ઉદ્દેશ બીજો જ હતો.
પણ આતો ડર સાહેબ નો ડર",Mayur23_Oxygen,NOT,@username @username Any mistake?Is a thief and a thief a mistake?Wow.Perhaps Purnash Modi did not name his name. The other is that the purpose of saying Rahul Gandhi was another.
guj137,2023-05-22 04:18:52+00:00,@username @username એમનો ધંધો જ છે... ન કરવાની પંચાત જ કરવી,warrior_yash,HOF,@username @username is their business ...
guj138,2023-05-19 17:47:48+00:00,@username નોટબંધીનો નિર્ણય જ સાવ બકવાસ હતો. હવે ધીરે ધીરે ભૂલ સમજાઈ.,DPPATEL10098865,NOT,The decision to @username the notation was a bit nonsense.Now slowly explained the mistake.
guj139,2023-05-19 19:53:08+00:00,"@username આ ક્લાસ ૩ ની પરીક્ષા ના નિયમ જોઈ ને નાયક ફિલ્મ નો એક ડાયલોગ યાદ આવે છે 
😡😡સબ કે સબ ચોર હે સાલે 😡😡",sureshn25559831,HOF,@username Looking at this class 3 exam rule reminds me of a dialogue from Nayak movie 😡😡Sab Ke Sab Chor Hai Salle 😡😡
guj140,2023-05-26 14:01:07+00:00,આજ રોજ મારા કાર્યાલય ખાતે તળાજા તાલુકાના સરતાનપર બંદર ગામનાં લોકોના પ્રશ્નો /રજૂઆત સાંભળી અને ઝડપથી નિરાકરણ લાવવા માટે ખાત્રી આપી! @url,Gautambhaibjp,NOT,Today at my office I listened to the queries/reports of the people of Sartanpar Bandar village of Talaja taluka and assured to solve them quickly!@url
guj141,2023-05-27 11:08:15+00:00,@username વાહિયાત વિવાદ છે...અને મિડિયા તેમાં હવા ભરવાનું કામ કરે છે...,JaydeepsinhJv,NOT,@username There is a nonsense controversy...and the media does a job of fanning it...
guj142,2023-05-21 10:11:58+00:00,"રાજકોટ: પોલીસ કસ્ટડીમાંથી ચોર ફરાર, પાઈપથી નીચે ઉતરી આરોપી ભાગી જતા દોડધામ 

#Gujarat #news18gujaratino1 #Rajkot @url",News18Guj,NOT,"Rajkot: Thief escapes from police custody, accused runs away after going down the pipe #Gujarat #news18gujaratino1 #Rajkot @url"
guj143,2023-05-23 04:49:28+00:00,"રાજકોટ: કસ્ટડીમાંથી ચોર ભાગવાનો મામલો

લોકઅપમાંથી ચોર ભાગી જતા કાર્યવાહી

A-ડિવિઝનના ASI સસ્પેન્ડ

ASIએ લોકઅપમાંથી કાઢી સીડી પર બેસાડ્યો હતો

ગત શનિવારે ચોરીનો આરોપી ફરાર થયો હતો
#News18GujaratiNo1 #RAJKOT #Police",News18Guj,NOT,Rajkot: Case of thief escaping from custody Action on thief escaping from lockup ASI of A-Division suspended ASI took him out of lockup and put him on the stairs Last Saturday the accused of theft escaped #News18GujaratiNo1 #RAJKOT #Police
guj144,2023-05-23 02:49:12+00:00,@username આ કોહલી ના લુખ્ખાઓ નું કામ.. હાર સહન નઈ કરી શકતો આ લુખ્ખો કોહલી,j5ceNr6lxIjAT2W,HOF,@username the work of this Kohli's looters .. Can't bear the defeat
